rank,Status_name,Youtuber,subscribers,video_views,category,uploads,Country,Abbreviation,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_day,Created_month_number,Created_date
857,ok,H2ODelirious,13400000,4356686216,Gaming,3727,United States,US,1683,166,62,16785000,4200,67100,50400,805700,,2007,May,24,5,5/24/2007
858,ok,GMA Integrated News,13400000,9569814790,News & Politics,296272,Philippines,PH,486,10,22,115459000,28900,461800,346400,5500000,100000,2007,Oct,29,10,10/29/2007
859,ok,Peet Montzingo,13400000,10022557589,People & Blogs,319,United States,US,433,165,52,397715000,99400,1600000,1200000,19100000,500000,2014,Jun,1,6,6/1/2014
860,ok,The Q,13400000,4306212515,People & Blogs,96,United States,US,3846885,7615,4466,3,0,0.01,0.01,0.14,1,2006,Jan,17,1,1/17/2006
861,ok,Trakin Tech,13300000,2262690743,Science & Technology,3640,India,IN,4152,116,16,43669000,10900,174700,131000,2100000,100000,2011,Nov,2,11,11/2/2011
862,ok,theRadBrad,13300000,6050102764,Gaming,8195,United States,US,1038,167,63,15694000,3900,62800,47100,753300,,2006,Nov,27,11,11/27/2006
863,ok,Matt Steffanina,13300000,3299216601,Entertainment,331,United States,US,14275,692,694,1929000,482,7700,5800,92600,,2007,Nov,28,11,11/28/2007
864,ok,Stray Kids,13300000,3364230487,People & Blogs,3,,,4057875,,4896,2,0,0.01,0.01,0.1,1,2007,Mar,17,3,3/17/2007
865,ok,Kurt Hugo Schneider,13300000,3733856870,Entertainment,698,United States,US,2110,167,163,4233000,1100,16900,12700,203200,,2007,Oct,16,10,10/16/2007
866,ok,Vogue,13300000,4177184071,Entertainment,3166,United States,US,1789,167,54,45095000,11300,180400,135300,2200000,100000,2008,Jun,29,6,6/29/2008
867,corrupted,������������������,13300000,6482687220,People & Blogs,608,Russia,RU,927,13,163,90241000,22600,361000,270700,4300000,100000,2015,Oct,4,10,10/4/2015
868,corrupted,Kids Line�������,13300000,9088562002,People & Blogs,2742,United States,US,524,166,41,161889000,40500,647600,485700,7800000,100000,2011,Nov,26,11,11/26/2011
869,ok,VexTrex,13300000,7923901253,Entertainment,2411,Ukraine,UA,669,5,163,379346000,0,0,0,0,,2014,Sep,8,9,9/8/2014
870,ok,penguinz0,13300000,7773543609,Gaming,4613,United States,US,689,166,162,188948000,47200,755800,566800,9100000,200000,2007,May,7,5,5/7/2007
871,ok,Just For Laughs Gags,13300000,7406628736,Comedy,6916,United States,US,764,167,38,17468000,4400,69900,52400,838500,100000,2007,Jan,14,1,1/14/2007
872,ok,Kabita's Kitchen,13300000,2831275503,Howto & Style,1489,India,IN,3123,117,32,43118000,10800,172500,129400,2100000,,2014,Oct,7,10,10/7/2014
873,ok,BanderitaX,13300000,4129249415,Gaming,1640,Saudi Arabia,SA,1818,7,63,70712000,17700,282800,212100,3400000,200000,2013,Aug,20,8,8/20/2013
874,ok,AzzyLand,13300000,6412313570,Gaming,1749,Canada,CA,949,12,163,5387000,1300,21500,16200,258600,100000,2015,May,8,5,5/8/2015
875,corrupted,HUBA��,13200000,9884886099,Entertainment,538,United States,US,454,167,163,319647000,79900,1300000,958900,15300000,500000,2021,Feb,20,2,2/20/2021
876,corrupted,BIBO ������,13200000,1148422000,Entertainment,192,Russia,RU,9855,13,163,8769000,2200,35100,26300,420900,200000,2019,Jan,10,1,1/10/2019
877,ok,Brawl Stars,13200000,2036408398,Gaming,172,Finland,FI,4846,1,64,20369000,5100,81500,61100,977700,,2017,Apr,28,4,4/28/2017
878,ok,Ei Nerd,13200000,3568392223,Entertainment,0,,,4057944,,7399,,0,0,0,0,,2007,Nov,19,11,11/19/2007
879,ok,Sonotek Bhakti,13200000,3789736218,Entertainment,8019,India,IN,2063,118,142,25321000,6300,101300,76000,1200000,,2010,Dec,27,12,12/27/2010
880,ok,Vilmei,13200000,4205664894,,1324,Indonesia,ID,1786,30,55,264308000,66100,1100000,792900,12700000,800000,2013,Sep,25,9,9/25/2013
881,ok,MC Divertida,13200000,5224764969,Entertainment,413,Brazil,BR,1269,49,164,64517000,16100,258100,193600,3100000,100000,2018,Jan,17,1,1/17/2018
882,ok,The Infographics Show,13200000,5263540904,Education,4279,United States,US,1252,168,42,51820000,13000,207300,155500,2500000,100000,2011,Feb,26,2,2/26/2011
883,ok,jbalvinVEVO,13200000,20743586601,Music,237,Colombia,CO,113,10,142,86270000,21600,345100,258800,4100000,,2010,Sep,30,9,9/30/2010
884,corrupted,������TwinsFromRussia,13200000,9378175604,People & Blogs,6888,United States,US,503,168,55,119389000,29800,477600,358200,5700000,300000,2011,May,16,5,5/16/2011
885,ok,Technology Gyan,13200000,1138262456,Science & Technology,1022,India,IN,9955,118,17,18518000,4600,74100,55600,888900,100000,2015,Nov,17,11,11/17/2015
886,ok,CookingShooking Hindi,13200000,1758603195,People & Blogs,393,India,IN,5855,118,33,11490000,2900,46000,34500,551500,,2017,Apr,4,4,4/4/2017
887,ok,Ryan Trahan,13100000,2182651464,Entertainment,33,United States,US,4051001,7683,7670,248,0.06,0.99,0.74,12,1,2022,Jun,27,6,6/27/2022
888,ok,Alex Gonzaga Official,13100000,1401914513,People & Blogs,287,Philippines,PH,7733,11,56,10848000,2700,43400,32500,520700,,2017,Jul,18,7,7/18/2017
889,ok,WiederDude,13100000,2733682792,,289,United States,US,3275,169,65,56894000,14200,227600,170700,2700000,100000,2016,Jun,12,6,6/12/2016
890,ok,Ian Boggs,13100000,9110348202,Entertainment,1327,,,520,,163,329312000,82300,1300000,987900,15800000,700000,2010,Mar,25,3,3/25/2010
891,ok,Lokdhun Punjabi,13100000,4712624489,Music,1262,India,IN,1484,119,143,34438000,8600,137800,103300,1700000,100000,2010,Dec,27,12,12/27/2010
892,corrupted,Knowledge Tv ������,13100000,1936582704,People & Blogs,7,,,4054334,,7714,2,0,0.01,0.01,0.1,,2019,Nov,24,11,11/24/2019
893,ok,Painzeiro,13100000,2555801802,People & Blogs,1077,Brazil,BR,3545,50,56,43990000,11000,176000,132000,2100000,100000,2015,Nov,6,11,11/6/2015
894,corrupted,Peppa Pig em Portugu���������,13100000,4214172991,Film & Animation,1365,Brazil,BR,1770,49,43,27340000,6800,109400,82000,1300000,100000,2014,May,6,5,5/6/2014
895,corrupted,��������������� Ms Yeah,13100000,4399833602,People & Blogs,435,United States,US,1650,169,34,60661000,15200,242600,182000,2900000,100000,2017,Feb,15,2,2/15/2017
896,ok,Hungria Hip Hop,13100000,4608751851,Music,73,Brazil,BR,1541,50,143,48223000,12100,192900,144700,2300000,,2013,Apr,13,4,4/13/2013
897,ok,RaptorGamer,13100000,2879263916,People & Blogs,1444,Ecuador,EC,3044,2,65,62909000,15700,251600,188700,3000000,300000,2016,Jul,16,7,7/16/2016
898,ok,RedeTV,13100000,5333569294,Entertainment,36760,Brazil,BR,1240,50,165,17588000,4400,70400,52800,844200,,2011,Oct,18,10,10/18/2011
899,ok,twenty one pilots,13100000,5264039679,Music,194,United States,US,1255,169,143,50922000,12700,203700,152800,2400000,,2009,Sep,5,9,9/5/2009
900,ok,DJ Khaled,13100000,6637820731,Music,12,Samoa,WS,3967392,81,5659,379,0.09,2,1,18,3,2006,May,27,5,5/27/2006
901,ok,Davie504,13000000,2683297849,Entertainment,838,Italy,IT,3340,2,166,29870000,7500,119500,89600,1400000,100000,2011,May,18,5,5/18/2011
902,ok,Everson Zoio,13000000,1024467771,Comedy,625,Brazil,BR,11340,51,166,3052000,763,12200,9200,146500,,2009,Mar,26,3,3/26/2009
903,ok,Calon Sarjana,13000000,10664585,Entertainment,29,Indonesia,ID,772571,31,166,2292000000,0,0,0,0,300000,2016,Jan,20,1,1/20/2016
904,ok,Lofi Girl,13000000,1698279553,Music,409,France,FR,6059,3,143,30471000,7600,121900,91400,1500000,100000,2015,Mar,18,3,3/18/2015
905,ok,Jomy Production,13000000,5057163256,Entertainment,8,India,IN,3686280,5227,,2,0,0.01,0.01,0.1,,2021,Mar,18,3,3/18/2021
906,ok,GH'S,13000000,8739174649,Gaming,510,South Korea,KR,553,15,65,1081000000,270300,4300000,3200000,51900000,1000000,2020,Jul,7,7,7/7/2020
907,ok,JesseAndMike,13000000,9999238237,Entertainment,716,United States,US,440,170,166,41109000,10300,164400,123300,2000000,,2007,Apr,29,4,4/29/2007
908,ok,Wolfoo Channel,13000000,301547793,,22,Pakistan,PK,4035874,3926,7638,590,0.15,2,2,28,8,2021,Aug,11,8,8/11/2021
909,ok,Susy Mouriz,13000000,6270909026,Entertainment,1299,Mexico,MX,969,31,165,368437000,92100,1500000,1100000,17700000,600000,2017,Mar,18,3,3/18/2017
910,ok,7 Minutoz,13000000,4349562794,Music,521,Brazil,BR,1692,51,144,29526000,7400,118100,88600,1400000,,2012,Jun,4,6,6/4/2012
911,ok,The LaBrant Fam,13000000,4637474071,Comedy,612,United States,US,1557,170,57,42412000,0,0,0,0,,2012,Aug,24,8,8/24/2012
912,corrupted,Pastor Ant�����,12900000,2112274210,People & Blogs,4712,Brazil,BR,4602,52,58,31796000,7900,127200,95400,1500000,100000,2013,Jan,19,1,1/19/2013
913,ok,Matheus Yurley,12900000,140022442,Entertainment,69,Brazil,BR,93531,52,167,147626,37,591,443,7100,,2015,Jan,27,1,1/27/2015
914,ok,gymvirtual,12900000,2509752944,Sports,1572,Spain,ES,3645,17,12,11993000,3000,48000,36000,575700,100000,2010,Nov,1,11,11/1/2010
915,corrupted,BIBO�����,12900000,3178222797,Entertainment,193,South Korea,KR,2649,16,167,4001000,1000,16000,12000,192100,,2016,Aug,8,8,8/8/2016
916,ok,Top Viral Talent,12900000,3643698504,Entertainment,1598,United States,US,2177,171,167,29379000,7300,117500,88100,1400000,100000,2014,Jan,2,1,1/2/2014
917,ok,Akon,12900000,6300933122,Music,39,United States,US,976,171,145,91240000,22800,365000,273700,4400000,100000,2005,Nov,5,11,11/5/2005
918,corrupted,AlArabiya �����,12900000,7520379951,People & Blogs,169304,United Arab Emirates,AE,737,8,23,80219000,20100,320900,240700,3900000,100000,2006,Sep,19,9,9/19/2006
919,ok,Rauw Alejandro,12900000,11504090820,Music,168,,,348,5,145,205548000,51400,822200,616600,9900000,100000,2014,Dec,11,12,12/11/2014
920,ok,EnriqueIglesiasVEVO,12900000,15446707595,Music,137,United States,US,210,171,145,75773000,18900,303100,227300,3600000,100000,2009,May,12,5,5/12/2009
921,corrupted,�������� ���� ��������������,12900000,5585085130,Shows,1255,Ukraine,UA,1164,6,166,71118000,17800,284500,213400,3400000,200000,2014,Jul,17,7,7/17/2014
922,ok,The Shiny Peanut,12900000,2848466522,Education,2337,Indonesia,ID,3109,32,167,837700,209,3400,2500,40200,,2016,Oct,26,10,10/26/2016
923,ok,Talking Angela,12800000,3632438963,Entertainment,233,United Kingdom,GB,2184,31,45,27957000,7000,111800,83900,1300000,,2014,Sep,2,9,9/2/2014
924,corrupted,Melon City Show - �����������,12800000,5863456698,Comedy,1727,Iraq,IQ,1087,2,40,35336000,8800,141300,106000,1700000,,2016,Jan,30,1,1/30/2016
925,ok,Duo Tiempo De Sol,12800000,6662288136,Music,323,Spain,ES,896,17,44,53988000,13500,216000,162000,2600000,100000,2013,Mar,26,3,3/26/2013
926,ok,Troom Troom India,12800000,6804072897,Howto & Style,2385,,,873,,35,17270000,4300,69100,51800,829000,,2015,Apr,19,4,4/19/2015
927,ok,MrSuicideSheep,12800000,6970899521,Entertainment,3483,Canada,CA,842,13,168,18118000,4500,72500,54400,869600,,2010,Apr,9,4,4/9/2010
928,ok,Adam W,12800000,9502983550,Comedy,681,United States,US,492,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,10,10/4/2015
929,ok,Right to Shiksha,12800000,7876740921,Education,2044,India,IN,670,120,45,213738000,53400,855000,641200,10300000,300000,2020,Apr,23,4,4/23/2020
930,corrupted,Beyonc��,12800000,14185611472,Music,168,United States,US,250,172,146,89566000,22400,358300,268700,4300000,,2009,Sep,2,9,9/2/2009
931,ok,FACT FIRE KING,12700000,1159290255,,782,India,IN,9683,120,66,51291000,12800,205200,153900,2500000,500000,2020,Jul,29,7,7/29/2020
932,ok,Ian Lucas,12700000,1450874545,Entertainment,50,,,4052208,,6682,48,0,0,0,0,8,2016,Apr,16,4,4/16/2016
933,ok,Franco Escamilla,12700000,4266957149,Comedy,2483,Mexico,MX,1740,32,41,77482000,19400,309900,232400,3700000,100000,2007,Oct,19,10,10/19/2007
934,ok,Adexe & Nau,12700000,4579773883,Music,594,Spain,ES,1563,18,147,10083000,2500,40300,30200,484000,,2013,Dec,22,12,12/22/2013
935,ok,Diana and Roma IND,12700000,5567832210,,534,United States,US,1173,173,169,46602000,11700,186400,139800,2200000,100000,2019,Nov,7,11,11/7/2019
936,ok,Jass Records,12700000,5958994201,Music,1,,,4056853,,5789,1,0,0,0,0.05,,2012,Feb,10,2,2/10/2012
937,ok,Future,12700000,9927699419,Music,119,United States,US,270216,1944,1473,472367,118,1900,1400,22700,1000,2020,Nov,7,11,11/7/2020
938,ok,YoungBoy Never Broke Again,12700000,13174393401,Entertainment,142,United States,US,279,173,147,169968000,42500,679900,509900,8200000,100000,2015,Jan,4,1,1/4/2015
939,ok,Blossom,12700000,4733873025,Howto & Style,812,United States,US,1472,173,36,43868000,11000,175500,131600,2100000,100000,2017,Jun,1,6,6/1/2017
940,corrupted,#Ref����,12700000,2709954270,Entertainment,846,,,2218,,155,6942000,1700,27800,20800,333200,,2013,Aug,10,8,8/10/2013
941,ok,Piuzinho,12700000,1081285962,Gaming,504,Brazil,BR,10642,53,67,3619000,905,14500,10900,173700,,2015,May,13,5,5/13/2015
942,ok,Heidi y Zidane,12700000,6001189018,,600,United States,US,1052,173,60,16117000,4000,64500,48400,773600,,2019,Dec,2,12,12/2/2019
943,ok,Go Ami Go!,12700000,1714955279,People & Blogs,252,Colombia,CO,5821,11,57,327600000,81900,1300000,982800,15700000,1500000,2015,Dec,3,12,12/3/2015
944,ok,Morgz,12600000,3303595310,Gaming,825,United Kingdom,GB,2491,32,170,58838000,14700,235400,176500,2800000,100000,2014,Jun,10,6,6/10/2014
945,ok,CaseyNeistat,12600000,3152402405,People & Blogs,1101,United States,US,2681,174,61,5952000,1500,23800,17900,285700,100000,2010,Feb,15,2,2/15/2010
946,corrupted,���������SULGI,12600000,3485373675,People & Blogs,683,South Korea,KR,2313,17,61,113132000,28300,452500,339400,5400000,300000,2012,Nov,5,11,11/5/2012
947,ok,NickiMinajAtVEVO,12600000,8831179714,Music,99,United States,US,557,174,148,35027000,8800,140100,105100,1700000,,2010,Apr,1,4,4/1/2010
948,ok,Ellie Goulding,12600000,6969178081,Music,218,United Kingdom,GB,841,32,148,36681000,9200,146700,110000,1800000,,2007,Jan,29,1,1/29/2007
949,ok,colinfurze,12500000,1612094871,Entertainment,385,United Kingdom,GB,6487,33,171,8482000,2100,33900,25400,407200,,2006,Nov,15,11,11/15/2006
950,ok,People Vs Food,12500000,1136534702,Entertainment,601,United States,US,9980,175,171,15340000,3800,61400,46000,736300,,2013,Jul,30,7,7/30/2013
951,ok,Wolfoo Family,12500000,161254021,,61,United States,US,81750,175,46,757789000,0,0,0,0,,2019,Oct,21,10,10/21/2019
952,ok,Ja Mill,12500000,1302818088,People & Blogs,0,,,4048879,,,,0,0,0,0,,2006,Feb,22,2,2/22/2006
953,ok,Health Time,12500000,1002219689,Howto & Style,1810,India,IN,11667,123,62,1395000,349,5600,4200,66900,,2016,Sep,25,9,9/25/2016
954,ok,Yair17,12500000,1402042328,Gaming,1109,Mexico,MX,7741,33,68,8869000,2200,35500,26600,425700,,2014,Jan,22,1,1/22/2014
955,corrupted,Little Baby Bum en Espa��,12500000,6956320454,Education,1459,Spain,ES,843,19,46,16319000,4100,65300,49000,783300,,2014,Jun,6,6,6/6/2014
956,ok,First We Feast,12500000,2983799729,Howto & Style,1076,United States,US,2892,175,171,111252000,27800,445000,333800,5300000,200000,2014,Feb,28,2,2/28/2014
957,corrupted,M����,12500000,3140883140,Travel & Events,766,Mexico,MX,2691,33,171,31007000,7800,124000,93000,1500000,,2015,Jul,6,7,7/6/2015
958,ok,Bebefinn - Nursery Rhymes & Kids Songs,12500000,4163639093,,322,United States,US,1794,175,171,565459000,0,0,0,0,500000,2022,Mar,30,3,3/30/2022
959,ok,Troom Troom PT,12500000,4384177908,Howto & Style,2738,,,1667,,37,13501000,3400,54000,40500,648100,,2015,Apr,19,4,4/19/2015
960,ok,Parafernalha,12500000,4625777945,Entertainment,1888,Brazil,BR,1532,54,171,7158000,1800,28600,21500,343600,,2011,May,13,5,5/13/2011
961,ok,NDTV,12500000,4935793409,Entertainment,151136,India,IN,1395,123,24,58527000,14600,234100,175600,2800000,100000,2006,May,8,5,5/8/2006
962,ok,elcarteldesantatv,12500000,7489455451,Music,377,Mexico,MX,743,33,171,115881000,29000,463500,347600,5600000,100000,2008,Nov,27,11,11/27/2008
963,ok,Family Fitness,12500000,10384848759,Entertainment,1699,India,IN,413,123,171,235715000,58900,942900,707100,11300000,400000,2017,Jan,18,1,1/18/2017
964,ok,Zee Tamil,12500000,11552190002,Entertainment,102699,India,IN,342,123,171,349940000,87500,1400000,1000000,16800000,200000,2008,Aug,26,8,8/26/2008
965,ok,Flowers Comedy,12500000,11691081301,Entertainment,11907,India,IN,337,122,170,180021000,45000,720100,540100,8600000,100000,2015,Aug,19,8,8/19/2015
966,ok,Mundo Bita,12500000,16690788752,Music,253,Brazil,BR,171,54,149,213700000,53400,854800,641100,10300000,100000,2011,Sep,29,9,9/29/2011
967,ok,Wave Music Bhakti,12500000,5146004207,Music,19899,India,IN,1299,123,149,11079000,2800,44300,33200,531800,,2011,Apr,19,4,4/19/2011
968,ok,Troom Troom Indonesia,12500000,5379684248,People & Blogs,8,,,4057418,,7712,1,0,0,0,0.05,,2020,Jul,29,7,7/29/2020
969,ok,CKM,12500000,4465772496,Comedy,117,India,IN,1621,123,42,13142000,3300,52600,39400,630800,,2018,Feb,20,2,2/20/2018
970,ok,Quantum Tech HD,12500000,4340213066,Science & Technology,223,Pakistan,PK,3956586,3554,,8721,2,35,26,419,32,2022,Apr,23,4,4/23/2022
971,ok,_vector_,12400000,7597013023,Comedy,398,United States,US,720,176,43,903672000,225900,3600000,2700000,43400000,1200000,2019,Mar,24,3,3/24/2019
972,ok,DEV Ke Facts,12400000,1971226335,,218,India,IN,5034,124,47,273670000,68400,1100000,821000,13100000,600000,2012,Sep,29,9,9/29/2012
973,ok,Hero Movies 2023,12400000,1689090619,People & Blogs,689,,,6116,,63,21837000,5500,87300,65500,1000000,,2017,Feb,22,2,2/22/2017
974,ok,LOUD,12400000,2394143260,Gaming,690,United States,US,186431,1795,1759,27596,7,110,83,1300,,2006,Jan,4,1,1/4/2006
975,ok,Gibby :),12400000,2862685032,People & Blogs,226,Mexico,MX,3087,34,63,10278000,2600,41100,30800,493300,,2014,Aug,30,8,8/30/2014
976,corrupted,Gustavo Par��,12400000,2602614088,Comedy,9,Brazil,BR,4050768,5075,4894,,0,0,0,0,,2010,Aug,24,8,8/24/2010
977,ok,SAAIHALILINTAR,12400000,1113066203,Entertainment,409,Indonesia,ID,10271,34,172,806075,202,3200,2400,38700,,2012,Apr,28,4,4/28/2012
978,ok,Timba Vk,12400000,2840137980,Gaming,1024,Spain,ES,3116,19,68,24022000,6000,96100,72100,1200000,100000,2012,Jun,16,6,6/16/2012
979,ok,Heidi and Zidane HZHtube,12400000,4021409291,Entertainment,813,Canada,CA,1900,14,172,9595000,2400,38400,28800,460600,,2015,Nov,24,11,11/24/2015
980,corrupted,DaniRep | +6 V�����������,12400000,6933660906,Gaming,12419,Spain,ES,847,19,68,82648000,20700,330600,247900,4000000,100000,2012,Oct,29,10,10/29/2012
981,ok,Zee Kids,12400000,7683670251,Film & Animation,1212,India,IN,709,124,172,95163000,23800,380700,285500,4600000,100000,2012,Jul,6,7,7/6/2012
982,ok,Pari's Lifestyle,12400000,7741764747,People & Blogs,459,India,IN,702,124,63,38165000,9500,152700,114500,1800000,,2018,Nov,26,11,11/26/2018
983,ok,DisneyChannelUK,12400000,12607488647,Music,4422,United Kingdom,GB,306,34,172,34758000,8700,139000,104300,1700000,,2007,Dec,6,12,12/6/2007
984,ok,MoniLina,12400000,16086808918,Comedy,0,United States,US,4057944,2774,2499,,0,0,0,0,100,2016,May,10,5,5/10/2016
985,ok,bharatzkitchen HINDI,12400000,2315226648,Howto & Style,729,India,IN,4042,124,38,30968000,7700,123900,92900,1500000,100000,2016,Aug,10,8,8/10/2016
986,ok,TKOR,12400000,3392022527,Education,0,,,4057944,,7741,,0,0,0,0,,2006,Aug,16,8,8/16/2006
987,ok,ANNA KOVA,12400000,13959586308,People & Blogs,1,,,4049634,,5307,2,0,0.01,0.01,0.1,,2006,Jun,18,6,6/18/2006
988,ok,Avril Lavigne,12400000,6202090191,Music,205,United States,US,999,176,150,50188000,12500,200800,150600,2400000,,2005,Oct,8,10,10/8/2005
989,ok,Caylus,12400000,4779139505,Education,1340,United States,US,1442,175,68,177600000,44400,710400,532800,8500000,400000,2016,Apr,6,4,4/6/2016
990,ok,Migos ATL,12400000,6993406259,Music,99,United States,US,833,175,171,49412000,12400,197600,148200,2400000,100000,2012,Jan,17,1,1/17/2012
991,corrupted,Natan por A�,12300000,9029609749,Sports,1200,Brazil,BR,525,55,172,552513000,138100,2200000,1700000,26500000,700000,2017,Feb,12,2,2/12/2017
992,ok,Free Fire India Official,12300000,1674409945,People & Blogs,1500,India,IN,6141,125,69,64735000,16200,258900,194200,3100000,300000,2018,Sep,14,9,9/14/2018
993,ok,Panda,12300000,2214684303,,2452,United Kingdom,GB,129005,867,1202,67035,17,268,201,3200,1000,2006,Sep,11,9,9/11/2006
994,ok,RobTopGames,12300000,374123483,Gaming,39,Sweden,SE,35112,4,69,3871000,968,15500,11600,185800,100000,2012,May,9,5,5/9/2012
995,ok,Make Joke Of,12300000,2129773714,Comedy,62,India,IN,4568,125,44,24000000,6000,96000,72000,1200000,100000,2017,Aug,1,8,8/1/2017
